rank,country_full,confederation,total_points,rank_date
169,Cuba,CONCACAF,975,2025-10-17
158,Tahiti,OFC,1019,2025-10-17
182,Dominique,CONCACAF,901,2025-10-17
184,Samoa a.,OFC,883,2025-10-17
206,Liechtenstein,UEFA,802,2025-10-17
205,Turques-Caïques,CONCACAF,804,2025-10-17
204,Seychelles,CAF,805,2025-10-17
203,Bahamas,CONCACAF,807,2025-10-17
202,Somalie,CAF,819,2025-10-17
201,Guam,AFC,823,2025-10-17
200,Gibraltar,UEFA,823,2025-10-17
199,Tonga,OFC,836,2025-10-17
198,Pakistan,AFC,837,2025-10-17
197,Timor-Leste,AFC,840,2025-10-17
183,Bangladesh,AFC,894,2025-10-17
196,Djibouti,CAF,848,2025-10-17
194,Aruba,CONCACAF,861,2025-10-17
193,Sri Lanka,AFC,862,2025-10-17
192,Macao,AFC,865,2025-10-17
191,São Tomé-et-P.,CAF,872,2025-10-17
190,Samoa,OFC,876,2025-10-17
189,Bhoutan,AFC,877,2025-10-17
188,Laos,AFC,877,2025-10-17
187,Îles Cook,OFC,878,2025-10-17
186,Mongolie,AFC,880,2025-10-17
185,Brunei,AFC,882,2025-10-17
195,Îles Caïmans,CONCACAF,853,2025-10-17
157,Porto Rico,CONCACAF,1020,2025-10-17
156,Moldavie,UEFA,1020,2025-10-17
155,Singapour,AFC,1030,2025-10-17
127,Îles Féroé,UEFA,1132,2025-10-17
126,Suriname,CONCACAF,1136,2025-10-17
125,Chypre,UEFA,1137,2025-10-17
124,Togo,CAF,1140,2025-10-17
123,Azerbaïdjan,UEFA,1142,2025-10-17
122,Indonésie,AFC,1145,2025-10-17
121,Sierra Leone,CAF,1149,2025-10-17
120,Corée du Nord,AFC,1151,2025-10-17
119,Soudan,CAF,1157,2025-10-17
118,Malaisie,AFC,1162,2025-10-17
128,Malawi,CAF,1130,2025-10-17
117,Gambie,CAF,1162,2025-10-17
115,Kazakhstan,UEFA,1168,2025-10-17
114,Libye,CAF,1178,2025-10-17
113,Mauritanie,CAF,1179,2025-10-17
112,Comores,CAF,1180,2025-10-17
111,Viêt Nam,AFC,1184,2025-10-17
110,Liban,AFC,1185,2025-10-17
109,Kenya,CAF,1186,2025-10-17
108,Niger,CAF,1187,2025-10-17
107,Tanzanie,CAF,1187,2025-10-17
106,Madagascar,CAF,1193,2025-10-17
116,Namibie,CAF,1163,2025-10-17
129,Zimbabwe,CAF,1126,2025-10-17
130,Estonie,UEFA,1122,2025-10-17
131,Rwanda,CAF,1118,2025-10-17
154,Fidji,OFC,1035,2025-10-17
153,Guyana,CONCACAF,1037,2025-10-17
152,Yémen,AFC,1040,2025-10-17
151,St. Kitts/Nevis,CONCACAF,1042,2025-10-17
150,N. Calédonie,OFC,1043,2025-10-17
149,Salomon,OFC,1046,2025-10-17
148,Hong Kong,AFC,1053,2025-10-17
147,Éthiopie,CAF,1055,2025-10-17
146,Lituanie,UEFA,1056,2025-10-17
145,Burundi,CAF,1060,2025-10-17
144,Lesotho,CAF,1070,2025-10-17
143,R. dominicaine,CONCACAF,1074,2025-10-17
142,Turkménistan,AFC,1078,2025-10-17
141,Philippines,AFC,1081,2025-10-17
140,Centrafrique,CAF,1084,2025-10-17
139,Lettonie,UEFA,1084,2025-10-17
138,Libéria,CAF,1084,2025-10-17
137,Botswana,CAF,1085,2025-10-17
136,Inde,AFC,1097,2025-10-17
135,Koweït,AFC,1097,2025-10-17
134,Congo,CAF,1106,2025-10-17
133,Nicaragua,CONCACAF,1107,2025-10-17
132,Guinée-Bissau,CAF,1108,2025-10-17
104,Arménie,UEFA,1205,2025-10-17
210,Saint-Marin,UEFA,726,2025-11-19
103,Luxembourg,UEFA,1219,2025-11-19
208,Vierges b.,CONCACAF,777,2025-11-19
134,Congo,CAF,1106,2025-11-19
135,Koweït,AFC,1103,2025-11-19
136,Philippines,AFC,1091,2025-11-19
137,Turkménistan,AFC,1088,2025-11-19
138,Botswana,CAF,1085,2025-11-19
139,Centrafrique,CAF,1084,2025-11-19
140,Lettonie,UEFA,1083,2025-11-19
141,Libéria,CAF,1081,2025-11-19
142,Inde,AFC,1080,2025-11-19
143,R. dominicaine,CONCACAF,1077,2025-11-19
133,Guinée-Bissau,CAF,1108,2025-11-19
144,Lesotho,CAF,1066,2025-11-19
146,Lituanie,UEFA,1056,2025-11-19
147,Éthiopie,CAF,1055,2025-11-19
148,Yémen,AFC,1049,2025-11-19
149,N. Calédonie,OFC,1043,2025-11-19
150,Guyana,CONCACAF,1042,2025-11-19
151,Singapour,AFC,1040,2025-11-19
152,Salomon,OFC,1040,2025-11-19
153,Hong Kong,AFC,1038,2025-11-19
154,St. Kitts/Nevis,CONCACAF,1035,2025-11-19
155,Fidji,OFC,1030,2025-11-19
145,Burundi,CAF,1060,2025-11-19
156,Porto Rico,CONCACAF,1020,2025-11-19
132,Nicaragua,CONCACAF,1117,2025-11-19
130,Estonie,UEFA,1123,2025-11-19
108,Comores,CAF,1190,2025-11-19
109,Niger,CAF,1185,2025-11-19
110,Viêt Nam,AFC,1184,2025-11-19
111,Libye,CAF,1183,2025-11-19
112,Tanzanie,CAF,1181,2025-11-19
113,Kenya,CAF,1180,2025-11-19
114,Mauritanie,CAF,1174,2025-11-19
115,Kazakhstan,UEFA,1173,2025-11-19
116,Malaisie,AFC,1168,2025-11-19
117,Gambie,CAF,1162,2025-11-19
131,Rwanda,CAF,1118,2025-11-19
118,Soudan,CAF,1154,2025-11-19
120,Corée du Nord,AFC,1151,2025-11-19
121,Sierra Leone,CAF,1149,2025-11-19
122,Indonésie,AFC,1145,2025-11-19
123,Suriname,CONCACAF,1141,2025-11-19
124,Togo,CAF,1140,2025-11-19
125,Îles Féroé,UEFA,1135,2025-11-19
126,Malawi,CAF,1134,2025-11-19
127,Azerbaïdjan,UEFA,1133,2025-11-19
128,Chypre,UEFA,1128,2025-11-19
129,Zimbabwe,CAF,1124,2025-11-19
119,Namibie,CAF,1153,2025-11-19
107,Liban,AFC,1191,2025-11-19
157,Tahiti,OFC,1019,2025-11-19
159,Eswatini,CAF,1011,2025-11-19
186,Îles Cook,OFC,878,2025-11-19
187,Laos,AFC,877,2025-11-19
188,Samoa,OFC,876,2025-11-19
189,Brunei,AFC,876,2025-11-19
190,São Tomé-et-P.,CAF,872,2025-11-19
191,Aruba,CONCACAF,868,2025-11-19
192,Bhoutan,AFC,868,2025-11-19
193,Macao,AFC,865,2025-11-19
194,Sri Lanka,AFC,857,2025-11-19
195,Îles Caïmans,CONCACAF,852,2025-11-19
185,Mongolie,AFC,880,2025-11-19
196,Djibouti,CAF,848,2025-11-19
198,Timor-Leste,AFC,836,2025-11-19
199,Pakistan,AFC,833,2025-11-19
200,Somalie,CAF,827,2025-11-19
201,Guam,AFC,823,2025-11-19
202,Gibraltar,UEFA,818,2025-11-19
203,Seychelles,CAF,805,2025-11-19
204,Turques-Caïques,CONCACAF,804,2025-11-19
205,Liechtenstein,UEFA,800,2025-11-19
206,Bahamas,CONCACAF,797,2025-11-19
209,Anguilla,CONCACAF,760,2025-11-19
197,Tonga,OFC,836,2025-11-19
158,Moldavie,UEFA,1013,2025-11-19
184,Samoa a.,OFC,883,2025-11-19
182,Népal,AFC,902,2025-11-19
160,Vanuatu,OFC,997,2025-11-19
161,Malte,UEFA,997,2025-11-19
162,Afghanistan,AFC,991,2025-11-19
163,Myanmar,AFC,991,2025-11-19
164,Grenade,CONCACAF,990,2025-11-19
165,Antigua-et-Bar.,CONCACAF,987,2025-11-19
166,Cuba,CONCACAF,980,2025-11-19
167,Sainte-Lucie,CONCACAF,980,2025-11-19
168,Soudan du Sud,CAF,979,2025-11-19
169,Bermudes,CONCACAF,977,2025-11-19
183,Dominique,CONCACAF,901,2025-11-19
170,Papoua.N.Guinée,OFC,975,2025-11-19
172,Andorre,UEFA,949,2025-11-19
173,Maldives,AFC,945,2025-11-19
174,Taipei Chinois,AFC,938,2025-11-19
175,Montserrat,CONCACAF,917,2025-11-19
176,Maurice,CAF,916,2025-11-19
177,Tchad,CAF,915,2025-11-19
178,Barbade,CONCACAF,914,2025-11-19
179,Cambodge,AFC,912,2025-11-19
180,Bangladesh,AFC,911,2025-11-19
181,Belize,CONCACAF,911,2025-11-19
171,St. Vincent,CONCACAF,964,2025-11-19
106,Arménie,UEFA,1196,2025-11-19
105,Madagascar,CAF,1199,2025-11-19
51,Qatar,AFC,1462,2025-11-19
28,Ukraine,UEFA,1557,2025-11-19
29,Norvège,UEFA,1553,2025-11-19
30,Panama,CONCACAF,1540,2025-11-19
31,Pologne,UEFA,1532,2025-11-19
32,Pays de Galles,UEFA,1530,2025-11-19
33,Russie,UEFA,1525,2025-11-19
34,Égypte,CAF,1521,2025-11-19
35,Algérie,CAF,1516,2025-11-19
36,Écosse,UEFA,1507,2025-11-19
37,Serbie,UEFA,1506,2025-11-19
27,Canada,CONCACAF,1559,2025-11-19
38,Nigéria,CAF,1502,2025-11-19
40,Tunisie,CAF,1497,2025-11-19
41,Hongrie,UEFA,1496,2025-11-19
42,Côte d'Ivoire,CAF,1490,2025-11-19
43,Suède,UEFA,1487,2025-11-19
44,Tchéquie,UEFA,1487,2025-11-19
45,Slovaquie,UEFA,1486,2025-11-19
46,Grèce,UEFA,1480,2025-11-19
47,Roumanie,UEFA,1466,2025-11-19
48,Venezuela,CONMEBOL,1465,2025-11-19
49,Costa Rica,CONCACAF,1464,2025-11-19
39,Paraguay,CONMEBOL,1502,2025-11-19
26,Australie,AFC,1574,2025-11-19
25,Turquie,UEFA,1583,2025-11-19
24,Autriche,UEFA,1586,2025-11-19
1,Espagne,UEFA,1877,2025-11-19
2,Argentine,CONMEBOL,1873,2025-11-19
3,France,UEFA,1870,2025-11-19
4,Angleterre,UEFA,1834,2025-11-19
5,Brésil,CONMEBOL,1760,2025-11-19
6,Portugal,UEFA,1760,2025-11-19
7,Pays-Bas,UEFA,1756,2025-11-19
8,Belgique,UEFA,1731,2025-11-19
9,Allemagne,UEFA,1724,2025-11-19
10,Croatie,UEFA,1717,2025-11-19
11,Maroc,CAF,1713,2025-11-19
12,Italie,UEFA,1702,2025-11-19
13,Colombie,CONMEBOL,1701,2025-11-19
14,États-Unis,CONCACAF,1682,2025-11-19
15,Mexique,CONCACAF,1676,2025-11-19
16,Uruguay,CONMEBOL,1673,2025-11-19
17,Suisse,UEFA,1655,2025-11-19
18,Japon,AFC,1650,2025-11-19
19,Sénégal,CAF,1648,2025-11-19
20,Iran,AFC,1617,2025-11-19
21,Danemark,UEFA,1617,2025-11-19
22,Corée du Sud,AFC,1599,2025-11-19
23,Équateur,CONMEBOL,1592,2025-11-19
50,Ouzbékistan,AFC,1462,2025-11-19
104,Kirghizistan,AFC,1201,2025-11-19
207,Vierges a.,CONCACAF,777,2025-11-19
53,Chili,CONMEBOL,1458,2025-11-19
81,Guinée,CAF,1307,2025-11-19
82,Curaçao,CONCACAF,1303,2025-11-19
83,Monténégro,UEFA,1297,2025-11-19
84,Haïti,CONCACAF,1294,2025-11-19
85,Ouganda,CAF,1288,2025-11-19
86,N. Zélande,OFC,1279,2025-11-19
87,Syrie,AFC,1278,2025-11-19
88,Bulgarie,UEFA,1272,2025-11-19
89,Angola,CAF,1272,2025-11-19
90,Zambie,CAF,1260,2025-11-19
80,Kosovo,UEFA,1309,2025-11-19
91,Bahreïn,AFC,1259,2025-11-19
93,Chine,AFC,1249,2025-11-19
94,Guatémala,CONCACAF,1246,2025-11-19
95,Thaïlande,AFC,1243,2025-11-19
96,Palestine,AFC,1231,2025-11-19
97,Guinée équat.,CAF,1229,2025-11-19
98,Trinité,CONCACAF,1227,2025-11-19
99,Biélorussie,UEFA,1227,2025-11-19
100,El Salvador,CONCACAF,1227,2025-11-19
101,Tadjikistan,AFC,1225,2025-11-19
102,Mozambique,CAF,1223,2025-11-19
92,Bénin,CAF,1256,2025-11-19
79,Oman,AFC,1312,2025-11-19
78,Gabon,CAF,1321,2025-11-19
77,Israël,UEFA,1328,2025-11-19
54,Mali,CAF,1455,2025-11-19
55,Slovénie,UEFA,1447,2025-11-19
56,RD Congo,CAF,1442,2025-11-19
57,Cameroun,CAF,1440,2025-11-19
58,Irak,AFC,1439,2025-11-19
59,Irlande,UEFA,1436,2025-11-19
60,Arabie saoudite,AFC,1429,2025-11-19
61,Afrique du Sud,CAF,1427,2025-11-19
62,Burkina Faso,CAF,1405,2025-11-19
63,Albanie,UEFA,1401,2025-11-19
64,Honduras,CONCACAF,1380,2025-11-19
65,Macédoine Nord,UEFA,1379,2025-11-19
66,Jordanie,AFC,1378,2025-11-19
67,ÉAU,AFC,1370,2025-11-19
68,Cap-Vert,CAF,1368,2025-11-19
69,Irlande du Nord,UEFA,1366,2025-11-19
70,Jamaïque,CONCACAF,1362,2025-11-19
71,Bosnie,UEFA,1362,2025-11-19
72,Ghana,CAF,1351,2025-11-19
73,Géorgie,UEFA,1348,2025-11-19
74,Islande,UEFA,1345,2025-11-19
75,Finlande,UEFA,1342,2025-11-19
76,Bolivie,CONMEBOL,1330,2025-11-19
52,Pérou,CONMEBOL,1460,2025-11-19
210,Saint-Marin,UEFA,726,2025-12-22
208,Vierges b.,CONCACAF,777,2025-12-22
207,Vierges a.,CONCACAF,777,2025-12-22
133,Guinée-Bissau,CAF,1108,2025-12-22
134,Congo,CAF,1106,2025-12-22
135,Koweït,AFC,1105,2025-12-22
136,Philippines,AFC,1091,2025-12-22
137,Turkménistan,AFC,1088,2025-12-22
138,Botswana,CAF,1085,2025-12-22
139,Centrafrique,CAF,1084,2025-12-22
140,Lettonie,UEFA,1083,2025-12-22
141,Libéria,CAF,1081,2025-12-22
142,Inde,AFC,1080,2025-12-22
132,Nicaragua,CONCACAF,1117,2025-12-22
143,R. dominicaine,CONCACAF,1077,2025-12-22
145,Burundi,CAF,1060,2025-12-22
146,Lituanie,UEFA,1056,2025-12-22
147,Éthiopie,CAF,1055,2025-12-22
148,Singapour,AFC,1050,2025-12-22
149,Yémen,AFC,1049,2025-12-22
150,N. Calédonie,OFC,1043,2025-12-22
151,Guyana,CONCACAF,1042,2025-12-22
152,Salomon,OFC,1040,2025-12-22
153,Hong Kong,AFC,1038,2025-12-22
154,St. Kitts/Nevis,CONCACAF,1035,2025-12-22
144,Lesotho,CAF,1066,2025-12-22
155,Fidji,OFC,1030,2025-12-22
131,Rwanda,CAF,1118,2025-12-22
129,Zimbabwe,CAF,1124,2025-12-22
107,Viêt Nam,AFC,1190,2025-12-22
108,Liban,AFC,1188,2025-12-22
109,Comores,CAF,1186,2025-12-22
110,Niger,CAF,1185,2025-12-22
111,Libye,CAF,1183,2025-12-22
112,Tanzanie,CAF,1181,2025-12-22
113,Kenya,CAF,1180,2025-12-22
114,Kazakhstan,UEFA,1173,2025-12-22
115,Mauritanie,CAF,1171,2025-12-22
116,Gambie,CAF,1162,2025-12-22
130,Estonie,UEFA,1123,2025-12-22
117,Soudan,CAF,1154,2025-12-22
119,Corée du Nord,AFC,1151,2025-12-22
120,Sierra Leone,CAF,1149,2025-12-22
121,Malaisie,AFC,1146,2025-12-22
122,Indonésie,AFC,1145,2025-12-22
123,Suriname,CONCACAF,1141,2025-12-22
124,Togo,CAF,1140,2025-12-22
125,Îles Féroé,UEFA,1135,2025-12-22
126,Malawi,CAF,1134,2025-12-22
127,Azerbaïdjan,UEFA,1133,2025-12-22
128,Chypre,UEFA,1128,2025-12-22
118,Namibie,CAF,1153,2025-12-22
106,Arménie,UEFA,1196,2025-12-22
156,Porto Rico,CONCACAF,1020,2025-12-22
158,Moldavie,UEFA,1013,2025-12-22
185,Mongolie,AFC,880,2025-12-22
186,Îles Cook,OFC,878,2025-12-22
187,Samoa,OFC,876,2025-12-22
188,Brunei,AFC,876,2025-12-22
189,São Tomé-et-P.,CAF,872,2025-12-22
190,Laos,AFC,871,2025-12-22
191,Aruba,CONCACAF,868,2025-12-22
192,Bhoutan,AFC,868,2025-12-22
193,Macao,AFC,865,2025-12-22
194,Sri Lanka,AFC,857,2025-12-22
184,Samoa a.,OFC,883,2025-12-22
195,Îles Caïmans,CONCACAF,852,2025-12-22
197,Tonga,OFC,836,2025-12-22
198,Timor-Leste,AFC,836,2025-12-22
199,Pakistan,AFC,833,2025-12-22
200,Somalie,CAF,829,2025-12-22
201,Guam,AFC,823,2025-12-22
202,Gibraltar,UEFA,818,2025-12-22
203,Seychelles,CAF,805,2025-12-22
204,Turques-Caïques,CONCACAF,804,2025-12-22
205,Liechtenstein,UEFA,800,2025-12-22
209,Anguilla,CONCACAF,760,2025-12-22
196,Djibouti,CAF,847,2025-12-22
157,Tahiti,OFC,1019,2025-12-22
183,Dominique,CONCACAF,901,2025-12-22
181,Belize,CONCACAF,911,2025-12-22
159,Eswatini,CAF,1011,2025-12-22
160,Vanuatu,OFC,997,2025-12-22
161,Malte,UEFA,997,2025-12-22
162,Afghanistan,AFC,991,2025-12-22
163,Myanmar,AFC,991,2025-12-22
164,Grenade,CONCACAF,990,2025-12-22
165,Antigua-et-Bar.,CONCACAF,987,2025-12-22
166,Cuba,CONCACAF,980,2025-12-22
167,Sainte-Lucie,CONCACAF,980,2025-12-22
168,Soudan du Sud,CAF,978,2025-12-22
182,Népal,AFC,903,2025-12-22
169,Bermudes,CONCACAF,977,2025-12-22
171,St. Vincent,CONCACAF,964,2025-12-22
172,Andorre,UEFA,949,2025-12-22
173,Maldives,AFC,945,2025-12-22
174,Taipei Chinois,AFC,938,2025-12-22
175,Montserrat,CONCACAF,917,2025-12-22
176,Maurice,CAF,916,2025-12-22
177,Tchad,CAF,915,2025-12-22
178,Barbade,CONCACAF,914,2025-12-22
179,Cambodge,AFC,912,2025-12-22
180,Bangladesh,AFC,911,2025-12-22
170,Papoua.N.Guinée,OFC,975,2025-12-22
105,Madagascar,CAF,1199,2025-12-22
104,Kirghizistan,AFC,1201,2025-12-22
51,Pérou,CONMEBOL,1460,2025-12-22
28,Ukraine,UEFA,1557,2025-12-22
29,Norvège,UEFA,1553,2025-12-22
30,Panama,CONCACAF,1540,2025-12-22
31,Pologne,UEFA,1532,2025-12-22
32,Pays de Galles,UEFA,1530,2025-12-22
33,Russie,UEFA,1525,2025-12-22
34,Algérie,CAF,1518,2025-12-22
35,Égypte,CAF,1515,2025-12-22
36,Écosse,UEFA,1507,2025-12-22
37,Serbie,UEFA,1506,2025-12-22
27,Canada,CONCACAF,1559,2025-12-22
38,Nigéria,CAF,1502,2025-12-22
40,Hongrie,UEFA,1496,2025-12-22
41,Tunisie,CAF,1495,2025-12-22
42,Côte d'Ivoire,CAF,1490,2025-12-22
43,Suède,UEFA,1487,2025-12-22
44,Tchéquie,UEFA,1487,2025-12-22
45,Slovaquie,UEFA,1486,2025-12-22
46,Grèce,UEFA,1480,2025-12-22
47,Roumanie,UEFA,1466,2025-12-22
48,Venezuela,CONMEBOL,1465,2025-12-22
49,Costa Rica,CONCACAF,1464,2025-12-22
39,Paraguay,CONMEBOL,1502,2025-12-22
26,Australie,AFC,1574,2025-12-22
25,Turquie,UEFA,1583,2025-12-22
24,Autriche,UEFA,1586,2025-12-22
1,Espagne,UEFA,1877,2025-12-22
2,Argentine,CONMEBOL,1873,2025-12-22
3,France,UEFA,1870,2025-12-22
4,Angleterre,UEFA,1834,2025-12-22
5,Brésil,CONMEBOL,1760,2025-12-22
6,Portugal,UEFA,1760,2025-12-22
7,Pays-Bas,UEFA,1756,2025-12-22
8,Belgique,UEFA,1731,2025-12-22
9,Allemagne,UEFA,1724,2025-12-22
10,Croatie,UEFA,1717,2025-12-22
11,Maroc,CAF,1716,2025-12-22
12,Italie,UEFA,1702,2025-12-22
13,Colombie,CONMEBOL,1701,2025-12-22
14,États-Unis,CONCACAF,1682,2025-12-22
15,Mexique,CONCACAF,1676,2025-12-22
16,Uruguay,CONMEBOL,1673,2025-12-22
17,Suisse,UEFA,1655,2025-12-22
18,Japon,AFC,1650,2025-12-22
19,Sénégal,CAF,1648,2025-12-22
20,Iran,AFC,1617,2025-12-22
21,Danemark,UEFA,1617,2025-12-22
22,Corée du Sud,AFC,1599,2025-12-22
23,Équateur,CONMEBOL,1592,2025-12-22
50,Ouzbékistan,AFC,1462,2025-12-22
103,Luxembourg,UEFA,1219,2025-12-22
206,Bahamas,CONCACAF,797,2025-12-22
53,Mali,CAF,1455,2025-12-22
81,Guinée,CAF,1307,2025-12-22
82,Curaçao,CONCACAF,1303,2025-12-22
83,Monténégro,UEFA,1297,2025-12-22
84,Haïti,CONCACAF,1294,2025-12-22
85,Ouganda,CAF,1288,2025-12-22
86,Syrie,AFC,1283,2025-12-22
87,N. Zélande,OFC,1279,2025-12-22
88,Bulgarie,UEFA,1272,2025-12-22
89,Angola,CAF,1272,2025-12-22
90,Bahreïn,AFC,1259,2025-12-22
80,Kosovo,UEFA,1309,2025-12-22
91,Zambie,CAF,1258,2025-12-22
93,Chine,AFC,1249,2025-12-22
94,Guatémala,CONCACAF,1246,2025-12-22
95,Palestine,AFC,1245,2025-12-22
96,Thaïlande,AFC,1243,2025-12-22
97,Guinée équat.,CAF,1229,2025-12-22
98,Trinité,CONCACAF,1227,2025-12-22
99,Biélorussie,UEFA,1227,2025-12-22
100,El Salvador,CONCACAF,1227,2025-12-22
101,Tadjikistan,AFC,1225,2025-12-22
102,Mozambique,CAF,1223,2025-12-22
92,Bénin,CAF,1256,2025-12-22
79,Oman,AFC,1313,2025-12-22
78,Gabon,CAF,1321,2025-12-22
77,Israël,UEFA,1328,2025-12-22
54,Qatar,AFC,1455,2025-12-22
55,Slovénie,UEFA,1447,2025-12-22
56,RD Congo,CAF,1444,2025-12-22
57,Cameroun,CAF,1440,2025-12-22
58,Irak,AFC,1437,2025-12-22
59,Irlande,UEFA,1436,2025-12-22
60,Arabie saoudite,AFC,1429,2025-12-22
61,Afrique du Sud,CAF,1427,2025-12-22
62,Burkina Faso,CAF,1405,2025-12-22
63,Albanie,UEFA,1401,2025-12-22
64,Jordanie,AFC,1389,2025-12-22
65,Honduras,CONCACAF,1380,2025-12-22
66,Macédoine Nord,UEFA,1379,2025-12-22
67,Cap-Vert,CAF,1370,2025-12-22
68,ÉAU,AFC,1370,2025-12-22
69,Irlande du Nord,UEFA,1366,2025-12-22
70,Jamaïque,CONCACAF,1362,2025-12-22
71,Bosnie,UEFA,1362,2025-12-22
72,Ghana,CAF,1351,2025-12-22
73,Géorgie,UEFA,1348,2025-12-22
74,Islande,UEFA,1345,2025-12-22
75,Finlande,UEFA,1342,2025-12-22
76,Bolivie,CONMEBOL,1330,2025-12-22
52,Chili,CONMEBOL,1458,2025-12-22
210,Saint-Marin,UEFA,726,2026-01-19
208,Vierges b.,CONCACAF,777,2026-01-19
207,Vierges a.,CONCACAF,777,2026-01-19
132,Zimbabwe,CAF,1114,2026-01-19
133,Guinée-Bissau,CAF,1108,2026-01-19
134,Congo,CAF,1106,2026-01-19
135,Koweït,AFC,1105,2026-01-19
136,Philippines,AFC,1091,2026-01-19
137,Turkménistan,AFC,1088,2026-01-19
138,Centrafrique,CAF,1084,2026-01-19
139,Lettonie,UEFA,1083,2026-01-19
140,Libéria,CAF,1081,2026-01-19
141,Inde,AFC,1080,2026-01-19
131,Nicaragua,CONCACAF,1117,2026-01-19
142,R. dominicaine,CONCACAF,1077,2026-01-19
144,Botswana,CAF,1062,2026-01-19
145,Burundi,CAF,1060,2026-01-19
146,Lituanie,UEFA,1056,2026-01-19
147,Éthiopie,CAF,1055,2026-01-19
148,Singapour,AFC,1050,2026-01-19
149,Yémen,AFC,1049,2026-01-19
150,N. Calédonie,OFC,1043,2026-01-19
151,Guyana,CONCACAF,1042,2026-01-19
152,Salomon,OFC,1040,2026-01-19
153,Hong Kong,AFC,1038,2026-01-19
143,Lesotho,CAF,1066,2026-01-19
154,St. Kitts/Nevis,CONCACAF,1035,2026-01-19
130,Rwanda,CAF,1118,2026-01-19
128,Chypre,UEFA,1128,2026-01-19
106,Comores,CAF,1193,2026-01-19
107,Guinée équat.,CAF,1190,2026-01-19
108,Viêt Nam,AFC,1190,2026-01-19
109,Liban,AFC,1188,2026-01-19
110,Tanzanie,CAF,1186,2026-01-19
111,Niger,CAF,1185,2026-01-19
112,Libye,CAF,1183,2026-01-19
113,Kenya,CAF,1180,2026-01-19
114,Kazakhstan,UEFA,1173,2026-01-19
115,Mauritanie,CAF,1171,2026-01-19
129,Estonie,UEFA,1123,2026-01-19
116,Gambie,CAF,1162,2026-01-19
118,Namibie,CAF,1153,2026-01-19
119,Corée du Nord,AFC,1151,2026-01-19
120,Sierra Leone,CAF,1149,2026-01-19
121,Malaisie,AFC,1146,2026-01-19
122,Indonésie,AFC,1145,2026-01-19
123,Suriname,CONCACAF,1141,2026-01-19
124,Togo,CAF,1140,2026-01-19
125,Îles Féroé,UEFA,1135,2026-01-19
126,Malawi,CAF,1134,2026-01-19
127,Azerbaïdjan,UEFA,1133,2026-01-19
117,Soudan,CAF,1157,2026-01-19
105,Arménie,UEFA,1196,2026-01-19
155,Fidji,OFC,1030,2026-01-19
157,Tahiti,OFC,1019,2026-01-19
184,Samoa a.,OFC,883,2026-01-19
185,Mongolie,AFC,880,2026-01-19
186,Îles Cook,OFC,878,2026-01-19
187,Samoa,OFC,876,2026-01-19
188,Brunei,AFC,876,2026-01-19
189,São Tomé-et-P.,CAF,872,2026-01-19
190,Laos,AFC,871,2026-01-19
191,Aruba,CONCACAF,868,2026-01-19
192,Bhoutan,AFC,868,2026-01-19
193,Macao,AFC,865,2026-01-19
183,Dominique,CONCACAF,901,2026-01-19
194,Sri Lanka,AFC,857,2026-01-19
196,Djibouti,CAF,847,2026-01-19
197,Tonga,OFC,836,2026-01-19
198,Timor-Leste,AFC,836,2026-01-19
199,Pakistan,AFC,833,2026-01-19
200,Somalie,CAF,829,2026-01-19
201,Guam,AFC,823,2026-01-19
202,Gibraltar,UEFA,818,2026-01-19
203,Seychelles,CAF,805,2026-01-19
204,Turques-Caïques,CONCACAF,804,2026-01-19
205,Liechtenstein,UEFA,800,2026-01-19
195,Îles Caïmans,CONCACAF,852,2026-01-19
156,Porto Rico,CONCACAF,1020,2026-01-19
182,Népal,AFC,903,2026-01-19
180,Bangladesh,AFC,911,2026-01-19
158,Moldavie,UEFA,1013,2026-01-19
159,Eswatini,CAF,1011,2026-01-19
160,Vanuatu,OFC,997,2026-01-19
161,Malte,UEFA,997,2026-01-19
162,Afghanistan,AFC,991,2026-01-19
163,Myanmar,AFC,991,2026-01-19
164,Grenade,CONCACAF,990,2026-01-19
165,Antigua-et-Bar.,CONCACAF,987,2026-01-19
166,Cuba,CONCACAF,980,2026-01-19
167,Sainte-Lucie,CONCACAF,980,2026-01-19
181,Belize,CONCACAF,911,2026-01-19
168,Soudan du Sud,CAF,978,2026-01-19
170,Papoua.N.Guinée,OFC,975,2026-01-19
171,St. Vincent,CONCACAF,964,2026-01-19
172,Andorre,UEFA,949,2026-01-19
173,Maldives,AFC,945,2026-01-19
174,Taipei Chinois,AFC,938,2026-01-19
175,Montserrat,CONCACAF,917,2026-01-19
176,Maurice,CAF,916,2026-01-19
177,Tchad,CAF,915,2026-01-19
178,Barbade,CONCACAF,914,2026-01-19
179,Cambodge,AFC,912,2026-01-19
169,Bermudes,CONCACAF,977,2026-01-19
104,Madagascar,CAF,1199,2026-01-19
103,Kirghizistan,AFC,1201,2026-01-19
51,Costa Rica,CONCACAF,1464,2026-01-19
28,Algérie,CAF,1561,2026-01-19
29,Canada,CONCACAF,1559,2026-01-19
30,Ukraine,UEFA,1557,2026-01-19
31,Égypte,CAF,1557,2026-01-19
32,Norvège,UEFA,1553,2026-01-19
33,Panama,CONCACAF,1539,2026-01-19
34,Pologne,UEFA,1532,2026-01-19
35,Pays de Galles,UEFA,1530,2026-01-19
36,Russie,UEFA,1525,2026-01-19
